ssn,cc_num,first,last,gender,street,city,state,zip,lat,long,city_pop,job,acct_num,age
837-49-0207,2246730371837644,Taylor,Moore,F,881 Olson Hills,Cross Plains,TN,37049,36.5531,-86.6761,3244,"Engineer, civil (contracting)",976505596881,53.59452054794521
885-86-3569,2246502491630096,Rachel,Alvarez,F,1327 Gina Junction,Salt Lake City,UT,84119,40.7016,-111.9461,594043,Best boy,391098756160,50.326027397260276
158-90-8788,5573585730652407,Karina,Kim,F,739 Amy Islands Suite 498,Andrews,SC,29510,33.4525,-79.5604,11060,"Designer, multimedia",580116407639,42.16164383561644
461-38-4315,180070862095937,Frank,Brown,M,87829 Morris Row Suite 118,Miami,FL,33181,25.8965,-80.157,1737737,Broadcast engineer,915016055940,22.805479452054794
183-05-3311,2531096789940535,Larry,Jones,M,717 Michael Summit,Kansas City,MO,64116,39.1479,-94.568,545147,Pathologist,407257502832,35.673972602739724
844-79-4356,213114138113867,Collin,Fox,M,288 Reese Trafficway,Austin,TX,78748,30.1743,-97.8225,940359,Technical author,740271815861,34.104109589041094
720-86-6998,2223868528975581,Wendy,Nguyen,F,6593 Nicholas Plaza Suite 577,West Hempstead,NY,11552,40.6929,-73.6539,23616,Occupational psychologist,794569789978,37.48219178082192
292-77-0268,213140433504880,Kristie,Howe,F,07522 Richardson Prairie,Reading,PA,19608,40.3113,-76.0345,213013,Fisheries officer,280173576486,35.90958904109589
095-74-6551,3515727919409615,Richard,Weeks,M,6613 Cynthia Roads Suite 048,Dandridge,TN,37725,36.0008,-83.4233,16919,Architectural technologist,594076940942,68.89041095890411
154-42-8232,3520679981364629,Brandi,Miller,F,641 Shaw Trail,Aurora,CO,80015,39.6255,-104.7874,389246,"Conservator, furniture",149301794538,76.89315068493151
573-26-7994,6011898331465915,Ashley,Gutierrez,F,3559 Kayla Extension Suite 979,Herndon,VA,20170,38.9839,-77.3675,87123,Dancer,49136416256,47.73424657534247
205-88-6125,4103924051477056,Christine,Medina,F,848 Dean Divide,Ellettsville,IN,47429,39.2545,-86.6196,7986,Adult nurse,641567640429,27.136986301369863
540-06-4186,4439407016451049,Sean,Banks,M,8157 Jacob Parkway,Pulaski,VA,24301,37.0567,-80.771,14366,"Programmer, systems",24534868377,57.52602739726027
254-68-4996,376205554384041,Shawn,Zamora,M,432 Prince Shoals,Middle River,MD,21220,39.3401,-76.4153,39199,"Copywriter, advertising",799240993760,37.73698630136986
534-87-3727,6011926495782328,Lauren,Sutton,F,48262 Lonnie Point,Fullerton,CA,92833,33.8766,-117.9551,134733,Site engineer,794348195155,60.1013698630137
189-41-2385,3556647423122092,Luis,Obrien,M,330 Miller Tunnel,Seattle,WA,98118,47.5412,-122.275,837792,Publishing rights manager,550331711552,18.046575342465754
481-92-6127,4772233060463333,Austin,Ho,M,757 Ronald Trail Apt. 965,Chester,VA,23836,37.3475,-77.3386,44523,"Nurse, mental health",630254100367,21.504109589041096
550-68-0631,213177038860861,Kelli,Mccoy,F,47644 Jackson Hill,Roosevelt,NY,11575,40.6802,-73.5867,16272,Video editor,59781790776,96.92602739726027
146-60-7401,2612982665702796,Stephanie,Huang,F,45211 Jasmin Roads Suite 186,Marion,IA,52302,42.0411,-91.5941,36980,Sales promotion account executive,413003624262,26.493150684931507
390-06-2800,342220644742125,Toni,Smith,F,77780 Young Radial Suite 767,Birmingham,AL,35216,33.4188,-86.7867,493806,Cartographer,659712201779,75.3890410958904
251-71-4557,3502205020994515,Amber,Butler,F,49998 Tammy Summit,Ankeny,IA,50021,41.7212,-93.5682,49581,Technical sales engineer,98938179632,48.87397260273973
331-48-6209,2381472145868333,Logan,Rodriguez,M,9469 Green Ports,Piscataway,NJ,8854,40.5515,-74.459,55961,Youth worker,674866979163,20.893150684931506
509-67-8155,30293430107131,Robert,Duarte,M,55830 Hannah Glens Apt. 448,North Pole,AK,99705,64.7805,-147.3694,22544,Statistician,843204832295,56.95890410958904
117-88-5461,379902355770272,Brittney,Murray,F,6084 Peters Brook Apt. 955,Chattanooga,TN,37421,35.025,-85.1459,198659,Brewing technologist,167373214626,22.87123287671233
861-04-5557,6011996291450461,Angie,Wiley,F,4384 Daniel Tunnel Apt. 317,Tallahassee,FL,32303,30.4874,-84.3189,245317,Risk manager,876280422412,61.56438356164384
513-20-3117,378452182307683,Audrey,Collins,F,915 Small Cove,Omaha,NE,68127,41.2074,-96.0612,518429,"Scientist, research (life sciences)",724845224567,72.69041095890411
024-74-5115,4533448571422418,Adrian,Dean,M,85854 Sherry Unions,Walnutport,PA,18088,40.7615,-75.5657,8375,Herpetologist,268753639827,60.47123287671233
073-40-5550,180002070160161,James,Bush,M,545 Jennifer Skyway Apt. 792,Brooklyn,NY,11218,40.6424,-73.9758,2504700,Chief Financial Officer,883959464200,58.276712328767125
100-59-5086,4733294562557707,Austin,Rodriguez,M,2459 William Lodge Apt. 581,Lafayette,IN,47909,40.3228,-86.8881,98078,Immigration officer,509094265711,50.16438356164384
605-53-3909,3582761539669587,Melissa,Thompson,F,971 Nguyen Court,Ada,MI,49301,42.9566,-85.481,18701,"Producer, television/film/video",335764110674,34.44931506849315
072-77-1782,4570132902278467,Luis,West,M,549 Sellers Mews,Brooklyn,NY,11238,40.679,-73.9644,2504700,Local government officer,98742540483,67.3013698630137
009-79-8363,6011405800851409,David,Park,M,566 Graham Forest Apt. 723,Farmington,NM,87401,36.7412,-108.1797,57780,"Surveyor, building control",925069791808,24.252054794520546
861-54-2528,4201027621267969279,Jordan,Arnold,M,5326 Becky Vista Apt. 846,Ringgold,GA,30736,34.9205,-85.1549,41029,Sports coach,401907373048,28.824657534246576
039-73-7918,3519712847818919,Danielle,Mccoy,F,894 Rebecca Place,Wilson,NC,27893,35.727,-77.9227,59853,"Administrator, arts",500229982535,43.95616438356164
481-74-5432,6544209494079293,Anthony,Mooney,M,7128 Melissa Harbors,Ocala,FL,34481,29.1281,-82.2975,207224,Forensic psychologist,674879115116,59.66027397260274
282-33-0233,3592927524372804,Grant,Miller,M,276 Young Mill,Batavia,IL,60510,41.8482,-88.3098,28897,Diplomatic Services operational officer,632265815336,61.54794520547945
056-83-4332,5227674783667429,Kerry,Graham,F,6580 Samantha Route Suite 694,Plainville,GA,30733,34.4145,-85.0312,2080,Legal executive,293218817973,91.38356164383562
262-84-9572,6539385258001066,Anne,Garcia,F,3443 Andrew Course Apt. 939,Fort Myers,FL,33919,26.5567,-81.9034,224256,Community development worker,95004578288,74.76986301369863
134-49-9275,4244717465421409,Janet,Cook,F,4271 Krause Flats,Maple Falls,WA,98266,48.9533,-122.1283,3642,Travel agency manager,194959880423,39.51780821917808
504-14-2358,180039174101196,Monica,Waters,F,2006 Hernandez Isle,Oceanside,CA,92057,33.2407,-117.3025,188742,"Nurse, adult",2468061102,66.14794520547945
725-99-8040,36618306719854,Felicia,Turner,F,158 Miller Mount,Richmond,VA,23237,37.4011,-77.4615,536907,Horticultural consultant,221825580025,46.56164383561644
568-06-6295,4461571732030931,John,Brown,M,8700 Brown Turnpike Apt. 613,Louisville,KY,40205,38.2222,-85.6885,736284,"Scientist, research (medical)",956395061779,53.09315068493151
153-95-9493,4027079032024,Mackenzie,Conway,F,9291 Danny Ranch,Houston,TX,77087,29.6876,-95.3011,2906700,Warden/ranger,69666828528,69.85479452054794
437-44-6587,349825309251148,Charles,Perry,M,273 Dennis Turnpike Suite 207,Honolulu,HI,96816,21.2887,-157.8006,403114,Catering manager,4322238535,94.23287671232876
092-91-9728,4723248763290927910,Mark,Patton,M,0833 Valerie Court Suite 883,Rockford,IL,61104,42.2554,-89.0768,189162,"Psychologist, forensic",690503315009,58.0
214-36-0870,4277220054365,David,Jensen,M,10822 Todd Crescent Apt. 379,Peoria,IL,61606,40.6989,-89.6122,142158,TEFL teacher,460961541101,57.67123287671233
766-87-5337,4531363631797,Kari,Zamora,F,97265 Stephen Fields,Sandy,UT,84092,40.5834,-111.7467,105585,Mechanical engineer,300542724083,54.33972602739726
344-17-0526,3542177625349290,Susan,Lane,F,68739 Hood Harbors,Gastonia,NC,28054,35.2495,-81.133,102620,"Administrator, education",471286837656,41.21369863013699
254-42-7115,3592906007806868,Karen,Yates,F,7318 Heather Lodge,Pooler,GA,31322,32.1149,-81.252,21137,Engineering geologist,391412017641,52.706849315068496
245-83-1487,675942799072,John,Taylor,M,57016 Schmidt Hill Suite 498,Fort Bragg,NC,28307,35.1416,-79.0025,21090,Teaching laboratory technician,231045526966,26.019178082191782
083-80-5501,3585016579055289,Michele,Castro,F,53817 Karen Trace,Dallas,TX,75214,32.8248,-96.7498,1263321,Equality and diversity officer,387923438251,54.8054794520548
516-88-6930,4155778817884795134,Stephanie,Ellis,F,2411 Joshua Square,Inglewood,CA,90303,33.9377,-118.3321,135222,Data scientist,165340472930,68.01369863013699
534-81-0372,4827567043103856958,Mary,Buchanan,F,887 Torres Curve Suite 243,Clovis,NM,88101,34.4126,-103.2214,45006,Radio broadcast assistant,847346136203,55.15068493150685
152-46-4660,30292842222314,Andrew,Stewart,M,4523 Elizabeth Key,Los Angeles,CA,90001,33.9731,-118.2479,2383912,Data scientist,491227929210,27.471232876712328
167-69-4941,5167275208854741,Wayne,Webster,M,751 Mccullough Dam,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Structural engineer,335509428125,30.715068493150685
412-80-3611,30515093983436,Alexander,Ryan,M,186 Tracy Rapids Apt. 562,Grand Prairie,TX,75052,32.6605,-97.0311,174375,Physiotherapist,422494343629,72.26849315068493
013-37-5652,377813767426621,Russell,Harper,M,47851 Davis Lodge,Clinton,AR,72031,35.6045,-92.4758,7683,Government social research officer,190758885169,23.394520547945206
474-91-9305,4264870494787301,Raven,Moore,F,714 White Spurs Apt. 014,Jackson,MS,39213,32.3553,-90.2171,233060,"Research officer, government",657416577242,64.1945205479452
596-62-9267,6571589042902575,Sherry,Taylor,F,45650 Carter Route,Chicago,IL,60618,41.9464,-87.7042,2680484,Camera operator,212660437303,23.77260273972603
188-98-1549,3585544518952027,Kelly,Watson,F,5213 Wesley Village Apt. 898,Melvindale,MI,48122,42.2812,-83.1826,10727,Ship broker,608650755338,82.75342465753425
428-59-1252,5507545279852405,Natasha,Wilson,F,234 Jason Common,Winnetka,CA,91306,34.2092,-118.5749,45061,"Physicist, medical",840485664028,26.202739726027396
080-03-7935,6011310890714014,Eric,Smith,M,93932 Johnson Drive,Johnson City,TN,37604,36.3107,-82.381,92094,Health physicist,639730188719,36.28493150684932
361-21-8203,3589119083342809,Valerie,Garcia,F,759 Scott Coves,Pulaski,VA,24301,37.0567,-80.771,14366,"Education officer, community",390132246890,67.27397260273973
435-28-8426,4151718275487,Nathan,Miller,M,64794 Perez Lodge Suite 631,Canyon Country,CA,91387,34.4132,-118.426,72690,Publishing copy,747062668674,47.18082191780822
184-02-8056,4678112669121531,Gina,Larson,F,36749 Avila Unions Suite 579,Bakersfield,CA,93311,35.3039,-119.1056,520197,Ophthalmologist,536817324563,58.602739726027394
286-19-7449,5447732010170262,Lindsey,Murphy,F,911 Sparks Flats Suite 778,Pittsburgh,PA,15202,40.5053,-80.0685,687276,Games developer,375991908726,36.68767123287671
560-03-0518,6011675677002845,Stacey,Martin,F,46719 Keller Spur Suite 782,Mesa,AZ,85215,33.4707,-111.7188,478404,Risk manager,429736118748,35.6958904109589
507-76-6190,3545009025590560,Brent,Reed,M,5033 Deborah Ramp Apt. 141,Tampa,FL,33610,27.9951,-82.4046,717255,Leisure centre manager,22204032792,41.131506849315066
334-05-7552,4986407905696594,Brent,Freeman,M,7852 Cox Mews,Hamden,CT,6518,41.4097,-72.911,60966,"Engineer, drilling",697919093310,57.78356164383562
861-69-3508,4049639191954198767,Daniel,Flynn,M,468 Gonzalez Locks Suite 987,Danville,CA,94526,37.814,-121.966,53554,Sports development officer,967143316329,61.54246575342466
643-91-8458,4374896908357230,Chris,Jennings,M,6513 Adams Heights Apt. 493,Wauconda,IL,60084,42.2636,-88.1333,16771,"Optician, dispensing",125578330109,49.465753424657535
197-04-4024,4786603242044820701,Anthony,Mosley,M,416 Powers Course Suite 231,Soddy Daisy,TN,37379,35.2527,-85.163,26835,"Teacher, English as a foreign language",552910383211,27.980821917808218
535-86-9510,180071391559633,Taylor,Robinson,F,34764 Tracy Landing,Bonham,TX,75418,33.5806,-96.1836,14411,"Clinical scientist, histocompatibility and immunogenetics",598359768117,36.983561643835614
487-88-4037,4575409003486451832,Shannon,Price,F,4134 Michele Estates Suite 560,Santa Rosa,CA,95409,38.4592,-122.6393,209844,Graphic designer,89620697091,61.68767123287671
483-95-6766,371248156985703,Philip,Davidson,M,720 Gonzalez Inlet,Bishop,TX,78343,27.5886,-97.783,4525,Interior and spatial designer,92667395542,32.35616438356164
162-32-8461,3596577242954312,Jason,White,M,300 Rebecca Mountain Apt. 420,Bloomfield,IN,47424,39.0295,-86.8675,9525,Oncologist,470805742447,53.32876712328767
267-20-1460,349108677133341,Donna,Snyder,F,3934 Robert Lodge,Orange,CA,92866,33.7877,-117.8423,141692,Dancer,317951159508,33.66027397260274
242-80-7389,4971072563669,Nancy,Scott,F,005 Thomas Knoll,Rocky Mount,VA,24151,36.9891,-79.884,20000,Trading standards officer,738473764635,58.1972602739726
727-96-0746,578964652809,Lauren,Green,F,7215 Thomas Crescent Suite 027,Pharr,TX,78577,26.1771,-98.187,70840,Health visitor,398348868136,64.75342465753425
290-34-4322,180062572870329,Amy,White,F,2761 Williams Knolls Suite 771,Knoxville,TN,37919,35.9244,-84.0015,391389,Data scientist,382783180255,61.47397260273973
209-37-2960,4993908926137154,Allison,Maldonado,F,5915 Anthony Mount,Maricopa,AZ,85138,33.0073,-111.9324,51612,Quantity surveyor,689144920939,87.93972602739726
609-85-0096,349759230450182,Trevor,James,M,2361 Melissa Estates Suite 642,Kansas City,MO,64123,39.1136,-94.5235,545147,Community arts worker,538153160157,65.94794520547946
754-40-9888,4158377674996164,Rita,Austin,F,610 Mcpherson Springs Apt. 278,Northumberland,PA,17857,40.9044,-76.7908,7505,"Scientist, water quality",318188228747,86.41095890410959
448-11-7826,4243864908108186611,Julie,Cortez,F,4918 Daniel Shore Suite 226,Dallas,TX,75230,32.8999,-96.7897,1263321,Armed forces technical officer,455624263623,80.18630136986302
322-76-7455,4945232194168000,James,Smith,M,6974 Vazquez Spurs Suite 412,Denver,CO,80212,39.7683,-105.0493,990452,Control and instrumentation engineer,206218026842,87.9945205479452
836-03-3084,567236831473,Charles,Henderson,M,27770 Richards Flats,Chesapeake,VA,23325,36.814,-76.2406,222272,Hospital pharmacist,912978751951,30.276712328767122
053-43-0130,2367998407678992,Timothy,Stein,M,08069 Tran Grove Suite 717,Beaverton,OR,97007,45.4505,-122.8652,183865,Writer,712702425539,70.78356164383561
460-90-7148,503843757389,Daniel,Stout,M,724 Moyer Village Suite 729,Nashville,TN,37215,36.0986,-86.8219,431336,"Engineer, maintenance (IT)",757127388601,53.3013698630137
684-62-2116,4297167433800548,Howard,Moore,M,56193 Anna Oval,San Francisco,CA,94123,37.7999,-122.4342,805301,Further education lecturer,377929904094,33.153424657534245
788-06-9127,4891077119918081211,Shelby,Bartlett,F,478 Oconnor Courts,New Plymouth,OH,45654,39.3884,-82.3892,917,"Designer, exhibition/display",402211201664,31.997260273972604
839-18-2015,4603754821459,Michelle,Perry,F,86326 Hardin Mount,Trenton,NJ,8690,40.2336,-74.6576,270100,"Scientist, clinical (histocompatibility and immunogenetics)",750737122054,32.6986301369863
031-57-2386,60481155624,Jessica,Long,F,290 Barnes Springs,Iron Mountain,MI,49801,45.8219,-88.0683,11424,Surgeon,334464334871,59.797260273972604
353-02-4584,213167389975632,Shirley,Miller,F,2884 Christopher Plaza Suite 852,Haltom City,TX,76117,32.8087,-97.2709,30645,Advice worker,975077368094,61.43287671232877
607-34-3955,4810548510174907530,Robert,Zhang,M,4492 Stone Gateway,Ada,OK,74820,34.78,-96.6924,30802,Civil Service fast streamer,568343775055,46.723287671232875
198-47-7444,5566110627371588,Jennifer,Hansen,F,9767 Dennis Mall Apt. 282,Sacramento,CA,95833,38.6157,-121.5053,757530,Radio producer,505565542051,30.268493150684932
722-66-8670,2237702851961153,Laura,Williams,F,54544 Johnson Divide,Fall River,MA,2723,41.6926,-71.1332,88252,Curator,647611457541,50.6986301369863
050-40-4645,4701851067941,Krystal,Mccullough,F,9228 Gill Shores Suite 251,Baton Rouge,LA,70818,30.5408,-91.05,378909,Youth worker,426961102589,79.76712328767124
405-44-8864,676374120944,Kristina,Martinez,F,98909 Karen Parkway,Lake Zurich,IL,60047,42.2165,-88.0769,41669,Advertising account executive,722071118016,26.15890410958904
185-03-4505,4971895690707,Gina,White,F,564 Danny Courts,South Bend,IN,46613,41.6546,-86.2479,145459,Special educational needs teacher,314254837099,54.00547945205479
188-33-1469,4620952004615260,Steven,Scott,M,33993 Romero Parkways,Porterville,CA,93257,36.0686,-119.0315,77050,Musician,128631509102,36.18904109589041
063-41-7616,180017063048918,David,Peters,M,9671 Krista Divide,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Midwife,859715822589,62.945205479452056
551-55-9096,30007942007492,Danielle,Frazier,F,398 Williams Streets Apt. 416,Bellingham,WA,98225,48.749,-122.4887,117728,Community education officer,153890817581,56.76164383561644
287-56-3455,3554743553795021,Matthew,Smith,M,02687 Medina Turnpike Apt. 807,Ann Arbor,MI,48108,42.2328,-83.7015,158345,Community pharmacist,415807729297,32.15068493150685
367-50-2904,3517537030453196,Lori,Stokes,F,75047 Adrian View,Fort Worth,TX,76112,32.7493,-97.2181,813980,Occupational hygienist,953959251417,70.65479452054795
583-65-8094,4999219212493846,Corey,Gregory,M,870 Davidson Run Apt. 566,Hialeah,FL,33012,25.8654,-80.3059,347944,Graphic designer,747847083031,38.654794520547945
478-64-5923,213130468750631,George,Beard,M,361 James Isle,Sparta,MI,49345,43.1619,-85.6877,13040,Insurance risk surveyor,687464680805,52.463013698630135
100-04-7864,6011954317350587,Robert,Harding,M,79110 Nicholas Vista Apt. 207,Belleville,NJ,7109,40.7946,-74.1631,35897,Automotive engineer,671309706583,60.83013698630137
443-09-1669,4804661963990766,John,Patterson,M,0785 Daniel Bridge,San Antonio,TX,78228,29.4589,-98.5699,1595797,"Therapist, nutritional",76078041630,51.794520547945204
809-25-9392,4567972320024968,Jose,Pearson,M,9822 Parker Junctions Suite 508,El Mirage,AZ,85335,33.6082,-112.3241,31787,Theatre director,745854042587,48.92328767123288
059-31-8309,213165333153777,Kyle,Rivera,M,465 Daniel Wells Apt. 730,Louisville,KY,40216,38.1865,-85.8335,736284,Environmental health practitioner,252085462815,48.175342465753424
639-28-3917,30563620501503,Justin,Thomas,M,95003 Justin Forges Suite 258,Jacksonville,FL,32224,30.3031,-81.4404,847415,Financial trader,215515194408,52.224657534246575
181-34-1658,676326153472,Cynthia,Pacheco,F,961 Drew Curve,Saint Clairsville,OH,43950,40.0778,-80.9788,16762,Energy manager,584938817144,57.37260273972603
712-48-5210,3530993842530429,Sarah,Schmitt,F,17912 Potter Rue Suite 787,Hialeah,FL,33015,25.9388,-80.3165,347944,Editorial assistant,783066267688,33.21917808219178
539-89-7919,3574969033373636,Elizabeth,Oneal,F,4812 Kenneth Path,Wilmington,DE,19810,39.8188,-75.5064,215619,Management consultant,640938732280,46.37534246575343
477-66-5512,6576657546027341,Maria,Howard,F,8881 House Courts,Houston,TX,77055,29.7971,-95.4958,2906700,Commissioning editor,395443431480,36.68767123287671
560-26-5469,4444392840449,Samantha,Logan,F,9078 Michelle Forks Apt. 373,Saint Paul,MN,55129,44.8985,-92.923,753116,"Scientist, clinical (histocompatibility and immunogenetics)",865809587905,26.78082191780822
776-60-7560,345366377805295,Shelly,Torres,F,5536 Jennings Lodge,Sauk City,WI,53583,43.2686,-89.7418,5747,Soil scientist,357769217573,21.276712328767122
024-73-0528,4599996636186379,Ashley,Hudson,F,412 Emily Fall Apt. 970,Green Bay,WI,54313,44.5463,-88.1021,179116,"Embryologist, clinical",73869137112,47.12328767123287
291-27-3819,4705802566212867162,Tina,Glenn,F,46729 Matthews Parkway,Rochester,NY,14609,43.174,-77.5637,478127,Proofreader,220226342085,75.98630136986301
147-58-1049,6011859777901474,Gregory,Kirby,M,9263 Rachel Street Suite 762,Westborough,MA,1581,42.2679,-71.6176,18272,"Teacher, adult education",429907045757,26.83013698630137
246-21-4486,4137681511856721,Dawn,Hunter,F,17656 Randy Branch Suite 125,Gladstone,MI,49837,45.8813,-87.1152,9795,"Psychologist, forensic",508888165985,52.61369863013699
085-71-3970,3527422091241863,Caroline,Powers,F,427 Thompson Station,Dothan,AL,36301,31.1481,-85.3718,80446,Animal nutritionist,742568439415,81.7972602739726
222-57-0783,4647090063353314,Alexis,Johnson,F,3131 Jennifer Cape,Zolfo Springs,FL,33890,27.48,-81.7423,5060,Pathologist,118165288182,88.01095890410959
331-72-3106,3586613315520656,Alexandra,Lewis,F,49501 Robert Trafficway,Wapakoneta,OH,45895,40.569,-84.1774,17945,Tour manager,115923204408,27.95068493150685
811-73-2810,4956252571509976837,Kathy,Bush,F,09143 Todd River,Broadway,NC,27505,35.4181,-79.0435,5896,Cartographer,150581222763,40.846575342465755
511-38-3310,4303975245086409,Daryl,Quinn,M,38033 Boyd Falls Suite 017,Cheshire,CT,6410,41.5055,-72.9081,29161,Building control surveyor,214549341145,97.3890410958904
650-19-3346,4298338167423364,Cassandra,Wright,F,734 Miller Lake Suite 627,Loveland,CO,80537,40.3849,-105.0916,82751,Prison officer,555866252092,51.326027397260276
753-56-2554,30066149828241,Jamie,Torres,F,8971 Taylor Mountains Apt. 230,Atlanta,GA,30318,33.7865,-84.4454,900273,"Administrator, Civil Service",553456594481,64.37260273972603
504-52-6813,6567491601692364,Tina,Wise,F,750 House Street Apt. 370,Hibbing,MN,55746,47.4156,-92.9356,17228,Medical illustrator,775804034529,53.367123287671234
029-90-2423,4243992011669183625,Ronald,King,M,869 Gross Terrace Apt. 195,Pasco,WA,99301,46.2492,-119.1044,68191,Customer service manager,821494191375,63.09041095890411
767-51-5048,503870116863,Matthew,Quinn,M,52237 Wayne Creek,Alexandria,VA,22304,38.8149,-77.121,321490,"Production designer, theatre/television/film",895788839714,39.961643835616435
191-26-0967,3534679121416143,Amy,Johnson,F,7100 Walton Avenue,Crooked Creek,AK,99575,61.8181,-158.0025,105,Television floor manager,103258999645,29.852054794520548
535-01-6155,3577596555535669,Lisa,Hester,F,07620 Misty Harbors Apt. 579,Norwalk,CA,90650,33.9056,-118.0818,105549,Public relations officer,453183104890,77.93424657534247
193-01-5279,676350573975,Jennifer,Salazar,F,6716 Lawson Station,Mansfield,TX,76063,32.5773,-97.1416,61361,Customer service manager,574966665129,55.635616438356166
804-92-8268,503871487271,Tina,Olson,F,32116 Ethan Islands,Clarks Summit,PA,18411,41.4878,-75.7057,21985,Music therapist,308233949370,32.62465753424657
737-33-7804,4287153991566863,Robert,Walker,M,1115 Julie Crescent,Beckley,WV,25801,37.7932,-81.2061,33590,"Teacher, primary school",139018371982,24.58082191780822
390-74-0028,4983665528993160877,Emily,Cabrera,F,77294 Julie Vista Apt. 954,Strongsville,OH,44136,41.3132,-81.8285,44785,Retail buyer,760167701011,85.46027397260274
281-91-9404,30374605233025,Scott,Luna,M,208 Rogers Springs Suite 566,Saint Charles,MO,63304,38.7378,-90.6234,134684,Building surveyor,801130991631,73.91506849315068
290-90-3197,3512590472927743,Stephanie,Clark,F,059 Erika Walks,Waterford,MI,48328,42.6429,-83.3546,71528,Data scientist,472372101972,46.465753424657535
862-22-0923,2287201859626305,Bryan,Sanders,M,926 Kimberly Way Suite 475,Adairville,KY,42202,36.6914,-86.8585,2389,"Administrator, arts",125069449315,20.96164383561644
125-63-8352,4999741926769,Edwin,Martinez,M,82606 Brown Villages Apt. 312,Fullerton,CA,92831,33.8873,-117.8946,134733,Tour manager,200554425137,72.3013698630137
569-58-5150,5229321840118453,Tracy,Jackson,F,40848 Taylor Overpass,Uniontown,PA,15401,39.8897,-79.7282,32288,Intelligence analyst,667232262429,76.93424657534247
523-27-1623,4303243298395429,Monica,Henderson,F,6267 Shirley Springs Suite 283,Rockville Centre,NY,11570,40.6637,-73.638,26646,Building services engineer,805862859182,23.767123287671232
649-90-3157,3598926256609312,Debra,Schmidt,F,51554 Misty Fork Suite 016,Eugene,OR,97405,44.0185,-123.0998,191096,Environmental education officer,859444442469,44.92876712328767
180-68-5023,3518594849102562,Christopher,Shaffer,M,9240 Diane Divide Suite 940,Saint Paul,MN,55117,44.9995,-93.0969,753116,Metallurgist,857737191645,19.876712328767123
695-78-6853,3527578446834148,Jennifer,Edwards,F,113 Frederick Centers,Oklahoma City,OK,73162,35.5806,-97.6419,640470,Chartered accountant,316725531904,30.610958904109587
505-02-6947,4778816093068535,Wendy,Guerrero,F,728 Gregory Lakes,Rice Lake,WI,54868,45.5197,-91.8266,15512,Contracting civil engineer,388753314711,63.25205479452055
433-64-6212,4153814474430965,Daniel,Torres,M,9705 Christina Isle,East Lansing,MI,48823,42.7388,-84.4764,63898,Hydrogeologist,117484074773,59.37260273972603
359-93-3051,6501673188261700,Christopher,Douglas,M,6545 Mcclain Plain,Clover,SC,29710,35.1065,-81.2201,29449,Geophysical data processor,723438158429,46.92054794520548
166-18-5796,3505313402665021,Melvin,Vaughan,M,67872 Potter Tunnel Suite 862,Saint Paul,MN,55104,44.9532,-93.158,753116,Clinical molecular geneticist,120077315263,22.12876712328767
130-20-5639,213130569067448,John,Hodges,M,282 Juan Crescent,Abilene,TX,79606,32.392,-99.7746,124196,General practice doctor,773069447547,31.367123287671234
683-55-3251,30189239231264,Andrew,Mooney,M,0931 Omar Pine,Queen Creek,AZ,85142,33.2848,-111.6561,120596,Information officer,698791861372,59.68767123287671
228-44-6981,30086041454565,David,Jacobson,M,00534 Ramirez Rest,Sunbury,PA,17801,40.8551,-76.7776,16671,Chiropractor,203714196644,67.23287671232876
504-47-5477,4108255598953439611,Stacy,Anderson,F,93371 Shelly River,Kankakee,IL,60901,41.1166,-87.8696,37157,Lobbyist,795863781117,56.51780821917808
780-26-8742,3502368485571614,Karen,Mills,F,94240 Laura Square,Omaha,NE,68154,41.2642,-96.1206,518429,Energy manager,896534545111,66.97260273972603
507-88-8724,213127868669437,Clinton,Moore,M,087 Turner Forges,Brandon,FL,33510,27.9551,-82.2966,79613,Housing manager/officer,295099706923,60.58082191780822
122-22-3669,676134024246,Shelley,Williams,F,81059 Nguyen Squares,Tucson,AZ,85705,32.2691,-110.9845,865276,Stage manager,791408017807,66.32328767123288
419-79-4832,340534240891645,Sheila,Walters,F,3543 Moore Fort,Long Beach,CA,90814,33.7716,-118.148,471952,Politician's assistant,160497086732,53.556164383561644
096-64-2974,30223972404224,Ruth,Mcdaniel,F,21637 Garcia Pine,Woodbridge,VA,22192,38.676,-77.3163,184039,"Copywriter, advertising",827755151135,57.80821917808219
618-13-6192,6011100231429004,Tina,Rodriguez,F,132 Malone Mills Apt. 457,Blackwood,NJ,8012,39.7901,-75.0367,38992,"Designer, fashion/clothing",61176693233,48.6958904109589
709-35-8907,5101841862030362,James,Gomez,M,61721 Cristian Haven Suite 195,Talala,OK,74080,36.5429,-95.7142,2829,Commissioning editor,983911742501,59.61095890410959
620-20-2918,6592624945147542,Rita,Dawson,F,22526 Griffith Turnpike,Seattle,WA,98198,47.3929,-122.3129,837792,Purchasing manager,76513338142,27.60821917808219
592-55-4563,4522655767695234,Janet,Dunn,F,836 Bianca Manor Apt. 135,Southlake,TX,76092,32.9485,-97.1524,26669,"Accountant, chartered",20833147382,49.24657534246575
572-61-2189,5255247286333024,Bruce,Dominguez,M,0650 Elizabeth Cliffs,Bangor,PA,18013,40.853,-75.1718,17802,Publishing rights manager,656431794367,49.76986301369863
